reviewed,entry type,key,author,editor,translator,title,year,pages,abstract,doi,volume,issn,journal,number,keywords,publisher,isbn,url,booktitle,shorttitle,eprint,arxivid,archiveprefix,pmid,annote,edition,address,type,month,series,institution,howpublished,organization,school,qualityassured,urldate,date,tags,file
,article,2010Bioucas-diasMultiplicative,Jose M Bioucas-Dias and  Mario A T Figueiredo,,,"Multiplicative noise removal using variable splitting and constrained optimization","2010","1720--1730","Multiplicative noise (also known as speckle noise) models are central to the study of coherent imaging systems, such as synthetic aperture radar and sonar, and ultrasound and laser imaging. These models introduce two additional layers of difficulties with respect to the standard Gaussian additive noise scenario: 1) the noise is multiplied by (rather than added to) the original image; 2) the noise is not Gaussian, with Rayleigh and Gamma being commonly used densities. These two features of multiplicative noise models preclude the direct application of most state-of-the-art algorithms, which are designed for solving unconstrained optimization problems where the objective has two terms: a quadratic data term (log-likelihood), reflecting the additive and Gaussian nature of the noise, plus a convex (possibly nonsmooth) regularizer (e.g., a total variation or wavelet-based regularizer/prior). In this paper, we address these difficulties by: 1) converting the multiplicative model into an additive one by taking logarithms, as proposed by some other authors; 2) using variable splitting to obtain an equivalent constrained problem; and 3) dealing with this optimization problem using the augmented Lagrangian framework. A set of experiments shows that the proposed method, which we name MIDAL (multiplicative image denoising by augmented Lagrangian), yields state-of-the-art results both in terms of speed and denoising performance. \textcopyright2006 IEEE.","10.1109/TIP.2010.2045029","19","10577149","IEEE Transactions on Image Processing","7","Augmented Lagrangian,Douglasa,Multiplicative noise,Rachford splitting,Speckled images,Synthetic aperture radar,Total variation,Variable splitting", , ,"http://arxiv.org/abs/0912.1845", , ,"0912.1845","0912.1845","arXiv", , , , , , , , , , , , , , ,"#corrupted author","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/2010 Multiplicative Noise Removal Using Variable Splitting and Constrained Optimization - Bioucas-Dias and Figueiredo.pdf"
,article,1998FontanaPhysical,Federico Fontana and  Davide Rocchesso,,,"Physical Modeling of Membranes for Percussion Instruments","1998","529--542","Recent research on Physical Modeling has led to 2-D discrete-time structures based on the Digital Waveguides. These structures are well suited for efficient yet accurate simulation of wave propagation in an ideal membrane. Nevertheless, real membranes exhibit a different behaviour, due to the environmental conditions and to the material they are made of. In this work we consider some aspects, crucial for the audio signal, of the physical phenomena concerning real membranes, and we will develop a 2-D waveguide model encompassing the effects of these aspects. In order to excite the simulated membrane, we will consider a hammer model previously developed for piano strings, and here adapted to fit the hammer-membrane interaction.", ,"84","00017884","Acustica","3", , , , , , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Acoustics/Physical Modeling/1998FontanaPhysical Physical Modeling of Membranes for Percussion Instruments.pdf"
,article,2015KesslerGreen,Michael R Kessler and  Vijay Kumar Thakur,,,"Green biorenewable biocomposites: from knowledge to industrial applications","2015","52--5901","Over the last decades, due to the increased environmental awareness, numerous studies for production of biocomposites based on natural fibers have been published and many comprehensive reviews have been published. Compared with conventional reinforcements, such as glass and carbon fibers, natural fibers which are renewable resources, offer several other advantages including a wide availability (based on different vegetable species), recyclability, low density and low costs, low abrasion and preserving mechanical properties. Application of cellulose fibers in composites is not only beneficial from an ecological point of view, lowering the environmental impact of the final product within the production, usage and disposal period, but it offers further technical and economical benefits. Especially, natural fiber-reinforced biocomposites have the potential to replace current materials used for automotive industrial applications. In order to obtain composites with the best mechanical properties, most of the research activities in the last decades have been concentrated on the surface physical and chemical modifications of the fibers mainly to optimize their interfacial behavior. In the first part of this work, besides the overview of the state-of-the-art description regarding biocomposites, we will also present characterization results of the lab-scaled flax fiber reinforced biopolymer matrices (PLA) as well as compared with the same-industrially produced composites. In the second part of the paper, biocomposites based on ""self-reinforced cellulose"" or ""all-cellulose"" composites prepared from cotton textile fabrics by partial fiber surface dissolution in lithium chloride dissolved in N, N-dimethylacetamide will be presented. Two different parameters have been studied: (i) surface treatment medium (alkaline/enzyme/bleaching) and (ii) cotton textile preforms (knits, woven).","10.5860/choice.191046","52","0009-4978","Choice Reviews Online","11", ,"American Library Association", , , ,"Green biorenewable biocomposites", , , , , , , , ,"jun", , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Materials/2015 Green Green Biorenewable Biocomposites_from Knowledge to Industrial Applications - Vijay Thakur et al.pdf"
,article,atsalakis2009surveying,George S Atsalakis and  Kimon P Valavanis,,,"Surveying stock market forecasting techniques--Part II: Soft computing methods","2009","5932--5941", , ,"36", ,"Expert Systems with Applications","3", ,"Elsevier", , , , , , , , , , , , , , , , , , , , , ,"",""
,book,2015GrolemundHands, Garrett Grolemund,,,"Hands-On Programming with R","2013","1689--1699","Predicting the binding mode of flexible polypeptides to proteins is an important task that falls outside the domain of applicability of most small molecule and protein−protein docking tools. Here, we test the small molecule flexible ligand docking program Glide on a set of 19 non-$\alpha$-helical peptides and systematically improve pose prediction accuracy by enhancing Glide sampling for flexible polypeptides. In addition, scoring of the poses was improved by post-processing with physics-based implicit solvent MM- GBSA calculations. Using the best RMSD among the top 10 scoring poses as a metric, the success rate (RMSD ≤ 2.0 \AAfor the interface backbone atoms) increased from 21% with default Glide SP settings to 58% with the enhanced peptide sampling and scoring protocol in the case of redocking to the native protein structure. This approaches the accuracy of the recently developed Rosetta FlexPepDock method (63% success for these 19 peptides) while being over 100 times faster. Cross-docking was performed for a subset of cases where an unbound receptor structure was available, and in that case, 40% of peptides were docked successfully. We analyze the results and find that the optimized polypeptide protocol is most accurate for extended peptides of limited size and number of formal charges, defining a domain of applicability for this approach.", ,"53","1098-6596", ,"9","icle","O'Reilly UK Ltd.","9788578110796","https://d1b10bmlvqabco.cloudfront.net/attach/ighbo26t3ua52t/igp9099yy4v10/igz7vp4w5su9/OReilly///////%5C%5C_HandsOn///////%5C%5C_Programming///////%5C%5C_with///////%5C%5C_R///////%5C%5C_2014.pdf","Journal of Chemical Information and Modeling", ,"1011.1669v3","1011.1669v3","arXiv","25246403", , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Writing/Science Writing/2016 The Scientist's Guide to Writing - Stephen B. Heard.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Humanities/2012 A carne e o sangue_ A Imperatriz D. Leopoldina, D. Pedro I e Domitila, a Marquesa de Santos - Mary del Priore.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Physics/Fluid Mechanics/2007 Advanced Fluid Mechanics - William Graebel.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Linear Algebra/2006 Data Analysis Using the Method of Least Squares Extracting the Most Information from Experiments - John Wolberg.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Artificial Intelligence/2018 Reinforcement learning - an introduction - Sutton et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Reinforcement Learning/1996SandholmMultiagent Multiagent Reinforcement Learning in the Iterated Prisoner's Dilemma.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Acoustics/1998 The Physics of Musical Instruments - Fletcher et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Writing/Science Writing/2011 Writing Science - Schimel, Joshua_.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/1999 Mechanical Engineering Handbook - Kreith.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Management/1998 Strategy Safari_ A Guided Tour Through the Wilds of Stratenagement - Henry Mintzberg & Bruce W. Ahlstrand & Joseph Lampel.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Music/2012 Music and twentieth-century tonality - harmonic progression based on modality - Susanni et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Languages/English/2005 Oxford guide to English grammar - John Eastwood.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Harmonic Analysis/2007 A First Course in Fourier Analysis - Kammler, David W.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Differential Equations/2012 Fundamentals of differential equations - Nagle et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/programming/Data Mining Practical Machine Learning Tools and Techniques - WEKA.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Sustentabilidade/2017EuropePlastics Plastics – the Facts 2017.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Direito/2011Direito Administrativo - Miriam Vasconcelos Fiaux Horvath.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Artificial Intelligence/2015 Principles of neural design - Sterling et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Writing/Science Writing/2014 How to Write a Better Thesis - Evans, David & Gruba, Paul & Zobel, Justin.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Linear Algebra/2009 Elementary Linear Algebra - Ron Larson & David C. Falvo.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mythology/2007 From Asgard to Valhalla - the remarkable history of the Norse myths - O'Donoghue.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/No bullshit guide to linear algebra - Savov.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/One picture is worth a thousand words. - Hanauer.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Fiction/Franz Kafka - Carta ao Pai.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Differential Equations/2015 A First Course in Differential Equations - Logan.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Metaphysics/Meditation/2015 9 Secrets of Successful Meditation - Samprasad Vinod.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Statistics/2004 Statistics and Probability for Engineering Applications With Microsoft Excel - W.J. DeCoursey.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/2011 3D Math Primer for Graphics and Game Development - Fletcher Dunn & Ian Parberry.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Statistics/2012 Understanding probability - Tijms.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/presenting/Garr Reynolds - Presentation Zen Design_ Simple Design Principles and Techniques to Enhance Your Presentations-New Riders (2013).pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Operations Management/2016 Operations Management - Nigel Slack_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/programming/Kunal Chowdhury - Mastering Visual Studio 2017 (2017, Packt Publishing)_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Philosophy/BR.THOWP.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Music/2006 Encyclopedia of the blues - Komara.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Calculus/2003 Calculus With Complex Numbers - John B. Reade.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Acoustics/1999 Soft Computing in Acoustics - Kostek.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/2005 Computational mechanics of the classical guitar - Bader.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Summation/1990 Theory and Application of Infinite Series -  Konrad Knopp.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Economics/2012 Principles of Economics - Mankiw_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Management/2012 Business Model YOU_ A One-Page Method for Reinventing Your Career - Tim Clark.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Computer Graphics/2001 Curves and surfaces for CAGD - a practical guide - Farin.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Harmonic Analysis/2014 Modern Fourier Analysis - Grafakos, Loukas.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Programming/Java/2014 Java - the complete reference - Schildt.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Thesis/introducao/2010 Replay - Donovan and OverDrive.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Game Theory/2009 game theory evolving - gintis.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/2009 Digital Image Processing, Third Edition - Gonzalez et al..pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Harmonic Analysis/2011 Discrete Fourier Analysis - Wong, Man Wah.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/History/2008 Black townsmen - urban slavery and freedom in the eighteenth-century Americas - Dantas.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Languages/French/2008 Easy French Step-By-Step - Myrna Bell Rochester.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mythology/2019 Bulfinch's Mythology - Thomas Bulfinch.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Writing/Science Writing/01_GRA_93584_FM_i_xxviii.indd - .pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Optimization/2017 Convex Optimization for Signal Processing and Communications_ from Fundamentals to Applications - Chi, Chong-Yung and Li, Wei-Chiang and Lin, Chia-Hsiang.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Music/2020 Revisiting Music Theory_ A Guide to the Practice - Alfred Blatter.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/2009 Nonlinear Least Squares for Inverse Problems_ Theoretical undations and Step-By-Step Guide for Applications - Guy Chavent.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Differential Equations/2014 Differential Equations and Linear Algebra - Gilbert Strang (2).pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Game Theory/2008 essentials of game theory - leyton-brown et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Music/2017 Tonal Harmony - Stefan Kostka et al_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mythology/2009 Chinese Mythology A to Z - Jeremy Roberts.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Differential Equations/2008 Differential Equations for Dummies - Steven Holzner.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Sustentabilidade/2010 plastics from bacteria - chen.PDF,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/2008 The Princeton companion to mathematics - Gowers et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Acoustics/2010 The Science of String Instruments - Thomas D. Rossing.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Humanities/2008 Black Townsmen - Mariana L.R. Dantas.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Big Ideas Simply Explained/The Business Book_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Programming/2017 INTRODUCTION TO PROGRAMMING AND PROBLEM-SOLVING USING SCALA - Lewis et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Computer Graphics/1999 Curves and Surfaces in Geometric Modeling_ Theory & Algorithms - Gallier, Jean.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/2014 Helping doctoral students write pedagogies for supervision - Kamler and Thomson.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Linear Programming/2007 Understanding and Using Linear Programming - Jiri Matousek et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Programming/C++/2015 Beginning C++ through game programming - Dawson.pdf"
,book,2010PatrikalakisShape,Nicholas M Patrikalakis and  Takashi Maekawa,,,"Shape interrogation for computer aided design and manufacturing","2010","1--408","Shape interrogation is the process of extraction of information from a geometric model. It is a fundamental component of Computer Aided Design and Manufacturing (CAD/CAM) systems. The authors focus on shape interrogation of geometric models bounded by free-form surfaces. Free-form surfaces, also called sculptured surfaces, are widely used in the bodies of ships, automobiles and aircraft, which have both functionality and attractive shape requirements. Many electronic devices as well as consumer products are designed with aesthetic shapes, which involve free-form surfaces. This book provides the mathematical fundamentals as well as algorithms for various shape interrogation methods. From the reviews: ""This book provides the mathematical fundamentals as well as algorithms for various shape interrogation methods including nonlinear polynomial solvers, intersection problems, differential geometry of intersection curves, distance functions, curve and surface interrogation, umbilics and lines of curvature, geodesics, and offset curves and surfaces. [... ] It may well be one of the most important books of the 2002s that has been written on shape interrogation for graduate students in mathematics, engineering, computer science, focusing on geometrical modeling and solid modeling. The book will inform and enlighten professionals in industry and therefore remains essential reading for them too. Currently there are several excellent books in the area of geometric modeling and in the area of solid modeling. The major contribution of this book lies in its skilful manner of providing a bridge between these two areas that is guaranteed to make the target audience cry out aloud with delight."" Current Engineering Practice 2002-2003, Vol. 45, Issue 3-4 ""This book gives a detailed description of algorithms and computational methods for shape interrogation [... ] The book can be used in a course for advanced graduate students and also as a reference text for researchers and practitioners in CAD/CAM. [... ] is a very detailed and complete book on topics that are important in both the theory and the practice of geometric modeling."" L. Henrique de Figueiredo, Mathematical Reviews 2003 a ""... This book by Patrikalakis and Maekawa is the first thorough, long overdue, look at this crucial area. [... ] It will serve well any researcher, either in academia or industry, working in the area of freeform design or manufacturing. This work continues from the point where the traditional geometric design and solid modeling books stop. ... Shape interrogation and computational geometry of freeform shapes have been a part of the geometric design and manufacturing community for a long time. This book makes efforts and is likely to become the 'Bible' for this area. As a high-quality produced book, it is a must reference for any advanced researcher or developer who works with splines and freeform representations. If you consider yourself one, this book should probably be on your bookshelf."" \textcopyrightSpringer-Verlag Berlin Heidelberg 2002. All rights are reserved.","10.1007/978-3-642-04074-0", , , , , ,"Springer Berlin Heidelberg","9783642040733", ,"Shape Interrogation for Computer Aided Design and Manufacturing", , , , , , , , , , , , , , , , , , ,"",""
,inproceedings,2015CostaFragaBrazilian,Carlos Tadeu Da Costa Fraga and Antonio Carlos Capeleiro Pinto and Celso Cesar Moreira Branco and Jorge Oscar De SantAnna Pizarro and  Cezar Augusto Da Silva Paulo,,,"Brazilian pre-salt: An impressive journey from plans and challenges to concrete results","2015","746--760","In the early 2000s the context of the pre-salt formations was conceptual geological models of possible oil bearing reservoirs underneath a thick salt layer, many technical challenges, uncertainties and risks. Past only eight years from first discovery (2006), there are nine production systems, FPSOs, in operation, reaching an average oil rate of more than 700 thousand barrels per day and a cumulative production greater than 400 million barrels of oil, through 34 production wells. To optimize recovery, the first desulfated sea water and gas injectors were started. But these impressive numbers cannot be taken from granted: although nature has revealed prolific reservoirs, much experience, talent, planning and perseverance were necessary. The first articles addressing the pre-salt fields had a focus on the technical challenges faced on first years: the heterogeneous nature of the microbial carbonate reservoir, the 2,000 m salt layer and drilling concerns associated, the variable CO2 content and compositional grading in the reservoir fluids, flow assurance issues and special demands concerning subsea engineering, well construction and processing plant. The main drivers and development strategies were also established: staged development, based on extended well tests (EWTs), multi well production pilots and definitive systems prioritizing the standardization of well projects and production systems. Now, challenges and plans are rewarding the efforts, as depicted by the concrete production numbers achieved to date. In this text, a historical perspective of the pre-salt exploration and development is presented, emphasizing the previous unknowns and uncertainties and how they were treated in order to attain the results. As we still have a lot to learn, since we are just on the beginning of the development of this extraordinary petroleum province, a look to the future and the present efforts on optimization are also commented.","10.4043/25710-ms","1","01603663", , , ,"Offshore Technology Conference","9781510803527", ,"Proceedings of the Annual Offshore Technology Conference","Brazilian Pre-Salt", , , , , , , , , , , , , , , , , ,"#corrupted author","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Pre Sal/2015 Brazilian Pre-Salt An Impressive Journey from Plans and Challenges to Concrete Results - da Costa Fraga et al..pdf"
,article,ISI:000271514900043,C Pittori and F Verrecchia and A W Chen and A Bulgarelli and A Pellizzoni and A Giuliani and S Vercellone and F Longo and M Tavani and P Giommi and G Barbiellini and M Trifoglio and F Gianotti and A Argan and A Antonelli and F Boffelli and P Caraveo and P W Cattaneo and V Cocco and S Colafrancesco and T Contessi and E Costa and S Cutini and  DAmm and F O and E Del Monte and G De Paris and G Di Cocco and G Di Persio and I Donnarumma and Y Evangelista and G Fanari and M Feroci and A Ferrari and M Fiorini and F Fornari and F Fuschino and  Froysl and  T and M Frutti and M Galli and D Gasparrini and C Labanti and I Lapshov and F Lazzarotto and F Liello and P Lipari and E Mattaini and M Marisaldi and M Mastropietro and A Mauri and F Mauri and S Mereghetti and E Morelli and E Moretti and A Morselli and L Pacciani and F Perotti and G Piano and P Picozza and M Pilia and C Pontoni and G Porrovecchio and B Preger and M Prest and R Primavera and G Pucella and M Rapisarda and A Rappoldi and E Rossi and A Rubini and S Sabatini and P Santolamazza and E Scalise and P Soffitta and S Stellato and E Striani and F Tamburelli and A Traci and A Trois and E Vallazza and V Vittorini and A Zambra and D Zanello and  L Salotti,,,"First AGILE catalog of high-confidence gamma-ray sources","2009","1563--1574","We present the first catalog of high-confidence gamma-ray sourcesdetected by the AGILE satellite during observations performed from July9, 2007 to June 30, 2008. Cataloged sources were detected by merging allthe available data over the entire time period. AGILE, launched in April2007, is an ASI mission devoted to gamma-ray observations in the 30MeV-50 GeV energy range, with simultaneous X-ray imaging capability inthe 18-60 keV band. This catalog is based on Gamma-Ray Imaging Detector(GRID) data for energies greater than 100 MeV. For the first AGILEcatalog, we adopted a conservative analysis, with a high-quality eventfilter optimized to select gamma-ray events within the central zone ofthe instrument field of view (radius of 40 degrees). This is asignificance-limited (4 sigma) catalog, and it is not a completeflux-limited sample due to the non-uniform first-year AGILE skycoverage. The catalog includes 47 sources, 21 of which are associatedwith confirmed or candidate pulsars, 13 with blazars (7 FSRQ, 4 BL Lacs,2 unknown type), 2 with HMXRBs, 2 with SNRs, 1 with a colliding-windbinary system, and 8 with unidentified sources.","10.1051/0004-6361/200911783","506","0004-6361","ASTRONOMY & ASTROPHYSICS","3","gamma rays: observations; catalogs","EDP SCIENCES S A", , , , , , , , , , ,"17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, F-91944 LES ULIS CEDEX A, FRANCE","Article","nov", , , , , , , , ,"#corrupted author",""
,book,2016BucurHandbook, Voichita Bucur,,,"Handbook of materials for string musical instruments","2016","1--975","Introduction This book addresses core questions about the role of materials in general and of wood in particular in the construction of string instruments used in the modern symphony orchestra - violins, violas, cellos and basses. Further attention is given to materials for classical guitars, harps, harpsichords and pianos. While some of the approaches discussed are traditional, most of them depend upon new scientific approaches to the study of the structure of materials, such as for example wood cell structure, which is visible only using modern high resolution microscopic techniques. Many examples of modern and classical instruments are examined, together with the relevance of classical techniques for the treatment of wood. Composite materials, especially designed for soundboards could be a good substitute for some traditional wood species. The body and soundboard of the instrument are of major importance for their acoustical properties, but the study also examines traditional and new wood species used for items such as bows, the instrument neck, string pegs, etc. Wood species' properties for musical instruments and growth origins of woods used by great makers such as Antonio Stradivari are examined and compared with more recently grown woods available to current makers. The role of varnish in the appearance and acoustics of the final instrument is also discussed, since it has often been proposed as a ‘secret ingredient' used by great makers. Aspects related to strings are commented. As well as discussing these subjects, with many illustrations from classical and contemporary instruments, the book gives attention to conservation and restoration of old instruments and the physical results of these techniques. There is also discussion of the current value of old instruments both for modern performances and as works of art having great monetary value. The book will be of interest and value to researchers, advanced students, music historians, and contemporary string instrument makers. Musicians in general, particularly those playing string instruments, will also find its revelations fascinating. It will also attract the attention of those using wood for a variety of other purposes, for its use in musical instruments uncovers many of its fundamental features.","10.1007/978-3-319-32080-9", , , , ,"Acoustic properties of woods,Conservation and restoration of musical insrtument,Construction of string instruments,Historic musical instruments,Materials mechanics in musical instruments,The materials science of string instruments,Wood anysotropy in musical instruments","Springer International Publishing","9783319320809", ,"Handbook of Materials for String Musical Instruments", , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Materials/2016 Handbook of Materials for String Musical Instruments - Voichita Bucur.pdf"
,article,2016PerolatLearning,Julien Perolat and Florian Strub and Bilal Piot and  Olivier Pietquin,,,"Learning Nash equilibrium for general-sum Markov games from batch data","2017", ,"This paper addresses the problem of learning a Nash equilibrium in $\gamma$-discounted multiplayer general-sum Markov Games (MGs) in a batch setting. As the number of players increases in MG, the agents may either collaborate or team apart to increase their final rewards. One solution to address this problem is to look for a Nash equilibrium. Although, several techniques were found for the subcase of two-player zero-sum MGs, those techniques fail to find a Nash equilibrium in general-sum Markov Games. In this paper, we introduce a new definition of ϵ-Nash equilibrium in MGs which grasps the strategy's quality for multiplayer games. We prove that minimizing the norm of two Bellman-like residuals implies to learn such an ϵ-Nash equilibrium. Then, we show that minimizing an empirical estimate of the Lp norm of these Bellman-like residuals allows learning for general-sum games within the batch setting. Finally, we introduce a neural network architecture that successfully learns a Nash equilibrium in generic multiplayer general-sum turn-based MGs.", , , ,"Proceedings of the 20th International Conference on Artificial Intelligence and Statistics, AISTATS 2017", ,"game theory", , , , , ,"1606.08718","1606.08718","arXiv", , , , , , , , , , , , , , ,"game theory,#corrupted author","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Game Theory/2016 Learning Nash Equilibrium for General Sum Markov Games from Batch Data  2016PerolatLearning.pdf"
,article,Hutchings2017, P Hutchings,,,"Talking Drums: Generating drum grooves with neural networks","2017","43--47","Presented is a method of generating a full drum kit part for a provided kick-drum sequence. A sequence to sequence neural network model used in natural language translation was adopted to encode multiple musical styles and an online survey was developed to test different techniques for sampling the output of the softmax function. The strongest results were found using a sampling technique that drew from the three most probable outputs at each subdivision of the drum pattern but the consistency of output was found to be heavily dependent on style.", ,"1","23318422","arXiv","1","Generative music,Percussion,RNN,Translation,music generation,state of the art", , ,"http://arxiv.org/abs/1706.09558", , ,"1706.09558","1706.09558","arXiv", ,"From Duplicate 2 (Talking Drums: Generating drum grooves with neural networks. - Hutchings, P)preprint", , , , , , , , , , , , ,"music generation,state of the art","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/2017HutchingsTalkinga Talking Drums_ Generating Drum Grooves with Neural Networks..pdf"
,unpublished,2014SathyanarayanaGentle,Shashi Sathyanarayana and  D Ph,,,"A Gentle Introduction to Backpropagation A Gentle Introduction to Backpropagation","2016","15", , , , , ,"July", , , , , , , , , , , , , , , , , , , , , , , ,"",""
,article,zhdanov_solving_nodate,Aleks Zhdanov and r Ivanovich and  Sofya Yuryevna Gogoleva,,,"Solving least squares problems with equality constraints based on augmented regularized normal equations","2016","218--224","This article is devoted to a new algorithm for solving least squares problems with linear equality constraints. The presented algorithm can help solve large dimension ill-conditioned problems e¢ ciently.", ,"15","16072510","Applied Mathematics E - Notes", , , , , , , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Least mean squares/Solving Least Squares Problems With Equality Constraints Based On Augmented Regularized Normal Equations - Zhdanov and Gogoleva.pdf"
